title,year,km,currency,price,location,link,ratio,model,type
Bmw Serie 3 2.0 320i Sedan Sportline,2019,8900,U$S,40900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920304152-bmw-serie-3-20-320i-sedan-sportline-_JM#position=26&search_layout=grid&type=item&tracking_id=2c8c8474-7179-468d-9936-43e7ecf05376,"5,55",320,i
Bmw Serie 3 2.0 318is Sedan,1993,45520,U$S,8000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-922009000-bmw-318i-sedan-_JM#position=7&search_layout=grid&type=item&tracking_id=e4cd9b26-c1c3-4b2b-a654-4787aa067e11,"5,47",318,i
Bmw Serie 3 2.5 325i Sedan,1994,28600,U$S,13500,Santa Fe capital - Santa Fe,https://auto.mercadolibre.com.ar/MLA-913402477-bmw-serie-3-325i-sedan-automatico-cuero-_JM#position=9&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"5,16",325,i
Bmw Serie 4 2.0 430i Gran Coupe Sportline 252cv,2017,9800,U$S,39900,Tigre - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-903613501-bmw-serie-4-20-430i-gran-coupe-sportline-252cv-2017-hoffen-_JM#position=2&search_layout=grid&type=item&tracking_id=8d214433-6522-4e23-bb95-d9a6c29bab0d,"5,16",430,i
Bmw Serie 3 320i,2017,12000,U$S,33000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-906694670-bmw-320i-2017-auto-munich-_JM#position=21&search_layout=grid&type=item&tracking_id=2c8c8474-7179-468d-9936-43e7ecf05376,"5,09",320,i
Bmw Serie 1 1.6 116i 136cv,2013,21400,U$S,18500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-900494445-bmw-serie-1-116i-active-2013-_JM#position=39&search_layout=grid&type=item&tracking_id=74f8fa62-043c-4006-9185-9ba5eef1423b,"5,08",116,i
Bmw Serie 3 1.6 316 Ti Compact Active,2002,50500,U$S,7800,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-919160624-bmw-compact-_JM#position=3&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"5,08",,
Bmw Serie 3 330i Con Opcionales,2020,5505,U$S,75000,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-920358200-bmw-serie-3-330i-con-opcionales-_JM#position=18&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"4,89",330,i
Bmw Serie 4 2.0 430i Gran Coupe Sportline 252cv,2017,10400,U$S,39990,San Fernando - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920519689-bmw-430-gran-coupe-10500km-_JM#position=23&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"4,85",430,i
Bmw X1 S Drive 1.8l,2018,9000,U$S,46451,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920023304-bmw-x1-_JM#position=38&search_layout=grid&type=item&tracking_id=0bc28108-d04c-4f57-b68f-c1564036a831,"4,83",,
Bmw Serie 2 3.0 240i M Package,2018,7000,U$S,60000,Pergamino - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-921439062-bmw-serie-2-30-240i-m-package-2018-_JM#position=28&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"4,80",240,i
Bmw 116 I 116,2013,49000,U$S,8709,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-870912288-bmw-116-i-116-mas-facilidades-_JM#position=7&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"4,72",,
Bmw Serie 2 2.0 220i Sport Line 184cv,2018,11000,U$S,39900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921721260-bmw-220i-sport-at-2018-_JM#position=45&search_layout=grid&type=item&tracking_id=d23a9c2d-82c5-41b1-8a66-4e08081653f8,"4,60",220,i
Bmw Serie 3 2.0 320i Sedan 184cv,2014,14000,U$S,32000,Bahía Blanca - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-906853835-bmw-320i-executive-at-_JM#position=12&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"4,50",320,i
Bmw Serie 2 2.0 M240i Mpackage Lci Coupé,2020,7000,U$S,64999,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921162849-gd-motors-bmw-240m-2020-7000-km-impecable-sin-detalles-_JM#position=9&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"4,44",240,i
Bmw Serie 1 1.5 118i Active 136cv,2019,15000,U$S,31300,Maipú - Mendoza,https://auto.mercadolibre.com.ar/MLA-908709583-bmw-serie-1-15-118i-active-136cv-2019-_JM#position=34&search_layout=grid&type=item&tracking_id=e2282057-8367-416f-b289-b0fda0566144,"4,30",118,i
Bmw 320 Sedan 2 Puertas,1997,60000,U$S,7741,La Plata - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-920949594-bmw-320-1981-_JM#position=36&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"4,30",,
Bmw Serie 1 1.5 118i Sport Line 136cv,2018,16000,U$S,30000,Maipú - Mendoza,https://auto.mercadolibre.com.ar/MLA-920590827-bmw-118i-_JM#position=21&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"4,20",118,i
Bmw Serie 3 2.0 320i Sedan Executive,2017,15000,U$S,32000,Cipolletti - Río Negro,https://auto.mercadolibre.com.ar/MLA-917630291-bmw-320i-executive-_JM#position=32&search_layout=grid&type=item&tracking_id=39b9ccd9-17cd-4e67-bf9b-d56348919f12,"4,20",320,i
Bmw Serie 1 1.5 118i Sport Line 136cv,2019,15500,U$S,31000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-921104476-bmw-serie-1-15-118i-sport-line-136cv-2019-_JM#position=34&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"4,20",118,i
Bmw Serie 1 1.5 118i Sport Line 136cv,2017,19000,U$S,25500,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921522340-bmw-118i-sport-aut-car-cash-_JM#position=10&search_layout=grid&type=item&tracking_id=8d214433-6522-4e23-bb95-d9a6c29bab0d,"4,16",118,i
Bmw Serie 4 3.0 440i Coupe M Package 326cv,2019,7000,U$S,70000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-913443314-bmw-serie-4-30-440i-coupe-m-package-326cv-2019-_JM#position=17&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"4,12",440,i
Bmw Serie 2 2.0 220i Sport Line 184cv,2018,14000,U$S,35000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-918893726-bmw-220i-sport-serie-2-_JM#position=6&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"4,12",220,i
Bmw Serie 1 1.5 118i Sport Line 136cv,2017,19300,U$S,25500,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921470566-bmw-serie-1-15-118i-sport-line-136cv-_JM#position=19&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"4,10",118,i
Bmw Serie 4 435i,2016,9000,U$S,55000,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-919631306-bmw-serie-4-2016-_JM#position=6&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"4,07",435,i
Bmw Serie 1 1.5 118i Sport Line 136cv,2018,15500,U$S,32000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-914713427-bmw-118i-sport-_JM#position=34&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"4,07",118,i
Bmw X3 M40,2020,3700,U$S,135000,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919794094-bmw-x3-m40-_JM#position=12&search_layout=grid&type=item&tracking_id=8a231528-a52f-4508-a2c2-753cf2074b02,"4,04",,
Bmw Serie 1 1.5 118i Sport Line 136cv,2019,13300,U$S,37741,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-916886987-bmw-118i-sport-line-15t-136cv-at-2019-car-cash-_JM#position=13&search_layout=grid&type=item&tracking_id=dbb89770-2255-41e0-a6b9-d17362357f7c,"4,02",118,i
Bmw Bmw 320i  1979 320i,1999,94000,U$S,5322,Luján - Buenos Aires Interior,https://auto.mercadolibre.com.ar/MLA-856741423-bmw-320i-mod-1979-_JM#position=18&search_layout=grid&type=item&tracking_id=162cb925-6f36-4bac-a5bf-71f7530dc408,"4,00",320,i
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2010,18000,U$S,28000,Almirante Brown - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-914361260-bmw-serie-1-25-135i-coupe-sportive-306-2010-excelente--_JM#position=24&search_layout=grid&type=item&tracking_id=162cb925-6f36-4bac-a5bf-71f7530dc408,"3,99",135,i
Bmw X4 3.0 Xdrive 35i 306cv M Package,2019,6500,U$S,78000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-901134503-bmw-x4-30-xdrive-35i-306cv-m-package-2019-_JM#position=29&search_layout=grid&type=item&tracking_id=162cb925-6f36-4bac-a5bf-71f7530dc408,"3,98",,
Bmw Serie 3 3.0 330i Executiv Stept,2008,27000,U$S,18900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920040811-bmw-serie-3-330i-2008-27000-kms-_JM#position=31&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"3,93",330,i
Bmw Serie 1 1.6 116i 136cv,2014,25000,U$S,20500,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-919315555-bmw-serie-1-16-116i-136cv-2014-_JM#position=31&search_layout=grid&type=item&tracking_id=fb8742ea-fdfa-4447-b6b8-63e728ce897e,"3,93",116,i
Bmw X1 2.0 Sdrive 18i Active,2019,12966,U$S,40000,Villa Allende - Córdoba,https://auto.mercadolibre.com.ar/MLA-919235344-bmw-x1-20-sdrive-18i-active-2019-_JM#position=29&search_layout=grid&type=item&tracking_id=0bc28108-d04c-4f57-b68f-c1564036a831,"3,89",,
Bmw Serie 2 2.0 220i Sport Line 184cv,2017,14500,U$S,35900,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-915463866-bmw-serie-2-20-220i-sport-line-184cv-2017-_JM#position=1&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"3,87",220,i
Bmw Serie 2 3.0 240i M Package,2018,9000,U$S,58000,Villa Carlos Paz - Córdoba,https://auto.mercadolibre.com.ar/MLA-919958087-bmw-serie-2-30-240i-m-package-2018-_JM#position=15&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"3,87",240,i
Bmw 1.5 Turbo 1.5,2018,21000,U$S,25000,Ezeiza - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-918262259-bmw-15-turbo-15-_JM#position=40&search_layout=grid&type=item&tracking_id=71056db2-c4a2-450a-bc98-7ecd0fd27254,"3,84",,
Bmw Serie 3 2.5 325i Sedan Executive,2010,30776,U$S,17000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918155181-bmw-serie-3-25-325i-sedan-executive-2010-_JM#position=32&search_layout=grid&type=item&tracking_id=71056db2-c4a2-450a-bc98-7ecd0fd27254,"3,84",325,i
Bmw 120i Cabriolet Cabriolet,2011,15000,U$S,35000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-913464031-bmw-120-i-cabriolet-2011-patentada-2013-solo-15000km-_JM#position=1&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"3,83",120,i
Bmw Serie 5 3.0 523i At,2000,201000,U$S,2612,La Matanza - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-916750499-bmw-serie-5-30-523i-at-2000-_JM#position=38&search_layout=grid&type=item&tracking_id=33b4574d-1630-47d4-a95d-b6395e4372b8,"3,81",523,i
Bmw Serie 3 2.5 325i Sedan Executive,2010,32000,U$S,16500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920304105-bmw-serie-3-25-325i-sedan-executive-2010-_JM#position=18&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"3,81",325,i
Bmw Serie 1 1.6 120i Sport Line 177cv,2016,20000,U$S,26800,Esteban Echeverría - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-912000588-bmw-serie-1-16-120i-sport-line-177cv-_JM#position=48&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"3,76",120,i
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,2019,8636,U$S,62500,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-914029646-bmw-serie-3-_JM#position=14&search_layout=grid&type=item&tracking_id=71056db2-c4a2-450a-bc98-7ecd0fd27254,"3,74",330,i
Bmw X1 2.0 Sdrive 20i Sportline 192cv,2017,13500,U$S,40000,Berazategui - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-920538579-bmw-x1-20-sdrive-20i-sportline-192cv-_JM#position=43&search_layout=grid&type=item&tracking_id=3648eec4-7375-4ed0-ab83-8d61fdd78032,"3,74",,
Bmw Serie 2 3.0 240i M Package,2020,8500,U$S,63900,Morón - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-914529064-bmw-serie2-30-240i-m-package-_JM#position=24&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"3,72",240,i
Bmw Serie 1 1.5 118i Active 136cv,2017,18800,U$S,29000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919447427-bmw-118i-act-_JM#position=4&search_layout=grid&type=item&tracking_id=2c8c8474-7179-468d-9936-43e7ecf05376,"3,70",118,i
Bmw Serie 4 3.0 435i M Package,2017,11000,U$S,50000,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-918395047-bmw-serie-4-30-435i-m-package-_JM#position=42&search_layout=grid&type=item&tracking_id=e22ca731-c96c-4070-b63d-ebc99635b37e,"3,67",435,i
Bmw Serie 3 2.0 328i Executive At,1998,145000,U$S,3806,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920397236-bmw-serie-3-20-328i-executive-at-anticipo-y-cuotas-_JM#position=6&search_layout=grid&type=item&tracking_id=60b6d52f-3f76-4539-85a0-b29f08279192,"3,62",328,i
Bmw 118i Active 118i Active,2019,18000,U$S,31000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-916074592-bmw-118i-active-118i-active-_JM#position=4&search_layout=grid&type=item&tracking_id=eb64105c-d94b-4307-a60a-5426e290f636,"3,62",118,i
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2013,16000,U$S,34990,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921512086-bmw-serie-3-20-328i-sedan-sport-245cv-car-cash-_JM#position=22&search_layout=grid&type=item&tracking_id=74f8fa62-043c-4006-9185-9ba5eef1423b,"3,60",328,i
Bmw Serie 2 220i Sport 2.0 184cv,2018,15000,U$S,37500,Rosario - Santa Fe,https://auto.mercadolibre.com.ar/MLA-913857020-bmw-serie-2-220i-sport-20-184cv-_JM#position=1&search_layout=grid&type=item&tracking_id=7dd6d149-3a2d-4888-b147-a9def7759679,"3,59",220,i
Bmw Serie 3 2.0 328i Luxury 245cv,2013,16100,U$S,35000,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-914057313-bmw-328i-sport-sedan-luxury-2013-car-cahs-_JM#position=46&search_layout=grid&type=item&tracking_id=e2282057-8367-416f-b289-b0fda0566144,"3,57",328,i
Bmw Serie 3 2.0 328i Sedán Sport 245cv,2013,16100,U$S,35000,Castelar - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921467915-bmw-serie-3-20-328i-luxury-245cv-_JM#position=14&search_layout=grid&type=item&tracking_id=74f8fa62-043c-4006-9185-9ba5eef1423b,"3,57",328,i
Bmw Serie 3 2.5 325i Coupe Executive Stept,2013,12000,U$S,47000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-794746037-bmw-325-25-coupe-cabrio-executive-stept-_JM#position=44&search_layout=grid&type=item&tracking_id=8a231528-a52f-4508-a2c2-753cf2074b02,"3,57",325,i
Bmw Serie 1 1.5 118i Active 136cv,2018,21000,U$S,27096,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-909223506-bmw-118i-_JM#position=36&search_layout=grid&type=item&tracking_id=19b07596-d960-4b1a-a621-a08303f73e73,"3,55",118,i
Bmw Serie 5 540 I,2017,7500,U$S,76000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921818411-bmw-540-i-_JM#position=26&search_layout=grid&type=item&tracking_id=0bc28108-d04c-4f57-b68f-c1564036a831,"3,54",,
Bmw Serie 1 2.5 135i Coupe Sportive 306cv,2013,15000,U$S,38000,General San Martín - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-899846730-bmw-serie-1-25-135i-coupe-sportive-306cv-_JM#position=22&search_layout=grid&type=item&tracking_id=162cb925-6f36-4bac-a5bf-71f7530dc408,"3,53",135,i
Bmw Serie 4 3.0 440i Gran Coupe M Package 326cv,2017,8300,U$S,69900,Vicente López - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-903927228-bmw-440-grand-coupe-2017-_JM#position=47&search_layout=grid&type=item&tracking_id=8d214433-6522-4e23-bb95-d9a6c29bab0d,"3,48",440,i
Bmw Serie 1 1.5 118i Active 136cv,2017,24000,U$S,24500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919630269-bmw-serie-1-15-118i-active-136cv-2017-_JM#position=33&search_layout=grid&type=item&tracking_id=bf6f843e-9ed1-47bb-92ee-eac67a3bc737,"3,43",118,i
Bmw Serie 1 2.0 118i Active 136cv,2012,39230,U$S,15000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-919978266-bmw-serie-1-20-118i-active-136cv-2012-_JM#position=23&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"3,42",118,i
Bmw Serie 1 2.0 120i Active 156cv,2009,57000,U$S,10322,General San Martín - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-899715571-bmw-serie-1-20-120i-active-156cv-2009-_JM#position=9&search_layout=grid&type=item&tracking_id=74f8fa62-043c-4006-9185-9ba5eef1423b,"3,41",120,i
Bmw Serie 1 2.5 125i Coupe Executive,2013,21900,U$S,27000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-913691331-bmw-125-i-m-_JM#position=39&search_layout=grid&type=item&tracking_id=7103d3c5-4c94-43db-9a98-9b5ddb19e84b,"3,40",125,i
Bmw Serie 2 3.0 240i M Package,2017,11500,U$S,51800,Escobar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-919004857-bmw-240-i-m-340-hp-_JM#position=48&search_layout=grid&type=item&tracking_id=ec3dd237-0871-42cc-9a25-3deed57b2575,"3,39",240,i
Bmw Serie 1 1.5 118i Sport Line 136cv,2017,22000,U$S,27500,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-918500447-bmw-serie-1-15-118i-sport-line-136cv-2017-_JM#position=3&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"3,33",118,i
Bmw Serie 3 2.5 325i Sedan,1994,125000,U$S,4838,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920613471-bmw-serie-3-25-325i-sedan-1994-_JM#position=35&search_layout=grid&type=item&tracking_id=1b4788cb-3de7-41d9-b1b8-706253351827,"3,30",325,i
Bmw 325 325,2009,34000,U$S,18000,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-920863167-bmw-325-325-_JM#position=10&search_layout=grid&type=item&tracking_id=2efd035f-d4ad-444e-87c1-8ee227f64c03,"3,28",,
Bmw Serie 3 325i Coupe Manual,2010,27000,U$S,22838,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-910760159-bmw-serie-3-325i-coupe-manual-_JM#position=26&search_layout=grid&type=item&tracking_id=7dd6d149-3a2d-4888-b147-a9def7759679,"3,26",325,i
Bmw Serie 3 3.0 330i Sedan Sport Line 252cv,2018,15000,U$S,41612,Córdoba - Córdoba,https://auto.mercadolibre.com.ar/MLA-918301329-bmw-330i-sport-_JM#position=19&search_layout=grid&type=item&tracking_id=7dd6d149-3a2d-4888-b147-a9def7759679,"3,23",330,i
Bmw Serie 4 2.0 430i Gran Coupe Sportline 252cv,2017,13000,U$S,48000,General San Martín - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-902531217-bmw-serie-4-20-430i-gran-coupe-sportline-252cv-2017-_JM#position=25&search_layout=grid&type=item&tracking_id=a6f453cd-dd26-4b8c-870b-35f919415720,"3,23",430,i
Bmw Serie 1 1.5 118i Sport Line 136cv,2018,20000,U$S,32000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920147146-bmw-serie-1-15-118i-sport-line-136cv-2018-_JM#position=13&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"3,15",118,i
Bmw X1 2.0 Sdrive 20i Sportline 192cv,2019,12500,U$S,51500,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-921986247-bmw-x1-20-sdrive-20i-2019-en-garantia-hasta-feb-2022-_JM#position=25&search_layout=grid&type=item&tracking_id=d23a9c2d-82c5-41b1-8a66-4e08081653f8,"3,14",,
Bmw Bmw 135i Sedan 5 Pts Xdrive,2021,8999,U$S,71612,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-908980089-bmw-bmw-135i-sedan-5-pts-xdrive-_JM#position=36&search_layout=grid&type=item&tracking_id=e7b70bfe-b7d8-435d-87f2-427a89e0b48b,"3,14",135,i
Bmw Serie 3 1.6 316 Compact,1997,111111,U$S,5806,Ituzaingó - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921493701-bmw-316-serie-3-_JM#position=44&search_layout=grid&type=item&tracking_id=9c8842f6-cf59-490f-a5e3-70b737e40dae,"3,10",,
Bmw Serie 3 1.6 316 Coupe,1989,111111,U$S,5800,Morón - Bs.As. G.B.A. Oeste,https://auto.mercadolibre.com.ar/MLA-921750561-bmw-e30-coupe-316i-1989-_JM#position=8&search_layout=grid&type=item&tracking_id=ea20ac11-1fd8-4659-96ad-a4eed4f81135,"3,09",,
Bmw Serie 3 2.0 320i Sedan Executive,2018,18500,U$S,35500,San Isidro - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-920143652-bmw-serie-3-20-320i-sedan-executive-automatico-_JM#position=29&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"3,07",320,i
Bmw Serie M 140i,2017,14000,U$S,46900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-916429558-bmw-m140i-_JM#position=1&search_layout=grid&type=item&tracking_id=e4cd9b26-c1c3-4b2b-a654-4787aa067e11,"3,07",140,i
Bmw Serie 2 2.0 220i Sport Line 184cv,2019,15000,U$S,43870,General San Martín - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-910572472-bmw-serie-2-20-220i-sport-line-184cv-2019-_JM#position=21&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"3,07",220,i
Bmw Serie 3 2.5 323i Sedan Active Stept,2008,55000,U$S,11900,Quilmes - Bs.As. G.B.A. Sur,https://auto.mercadolibre.com.ar/MLA-911927524-bmw-323-2008-55000-kms-unico-dueno-inmaculado--_JM#position=42&search_layout=grid&type=item&tracking_id=e2282057-8367-416f-b289-b0fda0566144,"3,07",323,i
Bmw Serie 5 2.8 528i Executive,1996,64000,U$S,10200,Pilar - Bs.As. G.B.A. Norte,https://auto.mercadolibre.com.ar/MLA-917635255-bmw-serie-5-28-528i-executive-1996-_JM#position=41&search_layout=grid&type=item&tracking_id=21213f76-38ed-451e-8523-06fee6ba6f3a,"3,06",528,i
Bmw Serie 1 1.6 116i 136cv,2013,41000,U$S,16129,Godoy Cruz - Mendoza,https://auto.mercadolibre.com.ar/MLA-909598549-bmw-serie-1-16-116i-136cv-2013-_JM#position=35&search_layout=grid&type=item&tracking_id=e8dc6f13-bc48-47fa-823f-600e0520df0e,"3,04",116,i
Bmw X1 2.0 Sdrive 18i Active,2019,16000,U$S,41900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918738479-bmw-x1-_JM#position=45&search_layout=grid&type=item&tracking_id=e270f5a3-fc7b-498e-86e7-7c0b95d83e87,"3,01",,
Bmw Serie 3 3.0 330i Executive Steptro.,2006,43000,U$S,15500,Villa General Belgrano - Córdoba,https://auto.mercadolibre.com.ar/MLA-919906365-bmw-serie-3-30-330i-executive-steptro-2006-_JM#position=46&search_layout=grid&type=item&tracking_id=6bfc6833-d49d-4746-947d-95813794a62f,"3,01",330,i
Bmw Serie 3 2.0 320i Sedan Executive,2010,56000,U$S,12000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-918606908-bmw-serie-3-20-320i-sedan-executive-_JM#position=1&search_layout=grid&type=item&tracking_id=8c8e1f60-78a3-4a46-b6a6-41a3f870cd9e,"2,99",320,i
Bmw Serie 4 3.0 440i Gran Coupe M Package 326cv,2017,9500,U$S,71000,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-913982027-bmw-serie-4-30-440i-gran-coupe-m-package-326cv-_JM#position=31&search_layout=grid&type=item&tracking_id=dbb89770-2255-41e0-a6b9-d17362357f7c,"2,99",440,i
Bmw Serie 1 2.5 125i Coupe Executive,2012,36000,U$S,18709,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-917962928-bmw-serie-1-25-125i-coupe-executive-no-permuto-_JM#position=37&search_layout=grid&type=item&tracking_id=60b6d52f-3f76-4539-85a0-b29f08279192,"2,99",125,i
Bmw Serie 3 2.5 325i Sedan Executive,2011,41000,U$S,16500,Mar del Plata - Bs.As. Costa Atlántica,https://auto.mercadolibre.com.ar/MLA-917737398-bmw-serie-3-25-325i-sedan-executive-2011-_JM#position=4&search_layout=grid&type=item&tracking_id=4238591b-075d-43a4-9bd1-23b4a8c6381c,"2,97",325,i
Bmw Serie 8 M850i Xdrive Coupe,2020,3400,U$S,199900,Capital Federal - Capital Federal,https://auto.mercadolibre.com.ar/MLA-920039713-bmw-850i-m-2020-3400-kms-_JM#position=23&search_layout=grid&type=item&tracking_id=dbb89770-2255-41e0-a6b9-d17362357f7c,"2,97",850,i
